,Apt,Rooms,Surface,Picture_Url,Location,Date,Price
394,Appartement spacieux aux Mamelles Touba Renaissance,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/529305b769e2031d1620401c871abcff/-/horizon-files-prod/ed/picture/qq4qdj7e/fff434c62e8633ec425523018f00de5516e4e978.jpg,"['Mamelles,', 'Dakar']","28. nov. '22, 11:04","['350', '000 F Cfa']"
395,Appartement à louer à ngor Almadies,2 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/db73bdf7d3261c4d7bbfa2917ccd2d21/-/horizon-files-prod/ed/picture/qk4wv7z/3b713fd407ce7c1d15d527ce887b2b0a15b77514.jpg,"['Ngor,', 'Dakar']","28. nov. '22, 10:12","['300', '000 F Cfa']"
396,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
397,APPARTEMENT A LOUER A NGOR EXTENSION NON LOIN BRIOCHE DORE,2 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/76cb80ef7216103149dea6d3a137a471/-/horizon-files-prod/ed/picture/q9qg27p/bf89d5c1c05828648996ca157603f121a2ec95df.jpg,"['Ngor,', 'Dakar']","28. nov. '22, 10:05","['250', '000 F Cfa']"
398,Studio à louer à ngor Almadies,1 chambre,100 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/9717a5ef6348d23bd3b10755112befcb/-/horizon-files-prod/ed/picture/q4enjzm/f03f765259ec36376f85d7788ec17227baf5d363.jpg,"['Ngor,', 'Dakar']","28. nov. '22, 10:05","['200', '000 F Cfa']"
399,Appartement neuf à louer aux almadies,3 chambre,204 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/ebb41b1cf2bb2aa9313f6cafa9becee2/-/horizon-files-prod/ed/picture/qrwjz8m/bfa35ca52ae622724ff1082969c594933d74f7e4.jpg,"['Almadies,', 'Dakar']","26. nov. '22, 06:35","['1', '500', '000 F Cfa']"
400,Grand appartement avec vue sur mer,4 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/0eb3748522132a922cb53293bb52ec67/-/horizon-files-prod/ed/picture/qkrmv9kv/05446ef572ab9a21b69df9df2f0941ee25b4a0f6.png,"['Almadies,', 'Dakar']","24. nov. '22, 13:30","['2', '500', '000 F Cfa']"
401,Appartement a louer a Ouakam,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/348b31213597b81418bcc9627e617472/-/horizon-files-prod/ed/picture/q2jznpvv/92099e54a107965640d72fe1b082659c488726ed.jpg,"['Ouakam,', 'Dakar']","24. nov. '22, 13:24","['175', '000 F Cfa']"
402,Appartement F3 haut standing sur Mermoz,2 chambre,1 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3bd72858cf611f5c2a3c62d0e3f471c5/-/horizon-files-prod/ed/picture/qwem5qxp/aac1a8035f87220381e631ef38e27cc2ea159a99.jpg,"['Mermoz,', 'Dakar']","24. nov. '22, 13:05","['600', '000 F Cfa']"
403,Appartement meublé POINT-E F3,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e3776deb6f5477c8f3e7453e2ca0afe1/-/horizon-files-prod/ed/picture/qzv259dn/3ea4b33d5a3bc7bed218da4dde48cf16555ba9af.jpg,"['Point-e,', 'Dakar']","24. nov. '22, 13:09","['900', '000 F Cfa']"
404,Appartement neuf standing cité keur gorgui,3 chambre,130 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/a1ff5c67a6d28f5289f6a30939fb3419/-/horizon-files-prod/ed/picture/qdpvw44/425b0145187fdb1e0fb78ddf63d79222329cda8e.jpg,"['Cité keur gorgui,', 'Dakar']","24. nov. '22, 11:56","['675', '000 F Cfa']"
405,Appartement au 2éme étage,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/455c36c77626d3982ed3e68d932e582c/-/horizon-files-prod/ed/picture/q6ggp87/0ea8453e47ecfe8d9e70fd2fe6ea431b7c3301a8.jpg,"['Ngor,', 'Dakar']","24. nov. '22, 11:13","['1', '300', '000 F Cfa']"
406,Appartement neuf avec vue sur mer à la corniche des mamelles,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/31e769ab73a6d6529fb75bcc279505bc/-/horizon-files-prod/ed/picture/qek6ek9/8a3cf45a4be4d2046ae29b1488b024523c24bb60.jpg,"['Mamelles,', 'Dakar']","24. nov. '22, 10:24","['2', '500', '000 F Cfa']"
407,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', ' Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
408,Bel appartement à Ngor derrière la gendarmerie de Ngor,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/f930477342ab577b81c96977d315d5d1/-/horizon-files-prod/ed/picture/q56wx7x2/a6cfdea944001ef084c3aec550779b0661a135e1.jpg,"['Ngor,', 'Dakar']","24. nov. '22, 08:43","['550', '000 F Cfa']"
409,Bel appartement aux Almadies zone recasement,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/ab7364b644bf0c7d7fccf87bd50c47f7/-/horizon-files-prod/ed/picture/qrz26xe4/d06436f5a6517acd30b99d7abffa8b11f645dd20.jpg,"['Almadies,', 'Dakar']","24. nov. '22, 08:42","['500', '000 F Cfa']"
410,APPARTEMENT VIDE DE HAUT STANDING,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/5ec130dc88c9f66dd59e8d4395ab2925/-/horizon-files-prod/ed/picture/qkrmvz9m/0e92c2e9de323b59cd452376769e8a1691da6b82.jpg,"['Almadies,', 'Dakar']","23. nov. '22, 16:01","['1', '200', '000 F Cfa']"
411,APPARTEMENT TYPE F4 DE STANDING,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/163355d1938437a452b1aa18e265514e/-/horizon-files-prod/ed/picture/q8v0xwv7/53f4d9690b27971a0802d3782f02d52eca88a30b.jpg,"['Almadies,', 'Dakar']","23. nov. '22, 16:49","['800', '000 F Cfa']"
412,Appartement à LOUER à Pompier,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/60c78fdb2a6d0a352d8388bfa031f126/-/horizon-files-prod/ed/picture/qrz20689/69c98481508a0fc5fc740f7add76dec50baace25.jpg,"['Plateau,', 'Dakar']","23. nov. '22, 16:50","['500', '000 F Cfa']"
413,Appartement à louer sur la grande corniche,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/8f23416061f2403521629a922f4017dd/-/horizon-files-prod/ed/picture/qxjdzg5w/3f7a9c4380fc191a6f2b60d91e1066f9b4fb303b.jpg,"['Plateau,', 'Dakar']","23. nov. '22, 16:30","['2', '000', '000 F Cfa']"
414,Appartement à louer au virage,4 chambre,248 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/6629419431674da6c36946cca52b1e85/-/horizon-files-prod/ed/picture/q8j6wq0/6680c6f4aacd189b44df5ca778fc2c98befc80a8.jpg,"['Virage,', 'Dakar']","23. nov. '22, 14:50","['1', '500', '000 F Cfa']"
415,PEN HOUSE A LOUER AU VIRAGE,5 chambre,473 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/944743231b07273fade573784169f61e/-/horizon-files-prod/ed/picture/qwqknvg/77b5922081908461c81af5e0bf2f3473edae58cc.jpg,"['Virage,', 'Dakar']","23. nov. '22, 14:41","['3', '000', '000 F Cfa']"
416,Appartement neuf de type F4 à louer au point E,3 chambre,225 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1c977c9b928f4cf8045c3226a847c276/-/horizon-files-prod/ed/picture/q94qvvj/d458897a927a4c3a5c77d09d47e273bbe91b62f5.jpg,"['Point-e,', 'Dakar']","23. nov. '22, 14:42","['1', '600', '000 F Cfa']"
417,Iris résidence,4 chambre,256 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/cbb5b76f5dd6857f28a29d95e83b328a/-/horizon-files-prod/ed/picture/qxjdem52/44d4e33c5ad4023b46bec631d14c20a886db5d35.jpg,"['Point-e,', 'Dakar']","23. nov. '22, 13:17","['1', '800', '000 F Cfa']"
418,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
419,Résidence Mermouz vue sur mer,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/59dac9b1dc6d932d42e53ab5035506cf/-/horizon-files-prod/ed/picture/qq4q8nvj/3a4e93947c722a94e91ec550dfd3345b42659a99.jpg,"['Mermoz,', 'Dakar']","23. nov. '22, 12:33","['2', '000', '000 F Cfa']"
420,Villa basse sur angle de 300 m2 à Ouest foire,300 m²,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/20636e8e9d5e9a6c04809431b68ef807/-/horizon-files-prod/ed/picture/q6x74wv7/942ffae2f8780b21189bcbce258e9fb13937407a.jpg,"['Ouest foire,', 'Dakar']","23. nov. '22, 12:08","['700', '000 F Cfa']"
421,Appartement standing aux almadies,3 chambre,174 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/9b4ee3ae3c8dfd568bc78502ae55eaf6/-/horizon-files-prod/ed/picture/qpdpq7e2/6446634dd7bd6a6bd48df4362892386da12e8e8c.jpg,"['Almadies,', 'Dakar']","23. nov. '22, 08:44","['1', '300', '000 F Cfa']"
422,Appartement à louer aux mamelles sur la corniche,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/35b6f7083fd698be6d4dc8f8b104f768/-/horizon-files-prod/ed/picture/qderj6e2/d4c2e86ad47dfda874ab26e816cea32e0d36664d.jpg,"['Mamelles,', 'Dakar']","22. nov. '22, 17:08","['1', '300', '000 F Cfa']"
