ProductName,ProductPrice,SKU,Categories,Image
Lola Blanc Feather Jumpsuit,700.00,BB-CAP05-07,"Bridal,Shop All",https://bronxandbanco.com/wp-content/uploads/2020/07/bridal-dresses-sexy-254-750x1125.jpg
Eva Bridal Gown,,BB-CAP04-8,"Bridal,Sale,Shop All",https://bronxandbanco.com/wp-content/uploads/2019/10/bronx-and-banco-bridal-collection-129-750x1125.jpg
Starlight Gown,880.00,BB-10-0020,"Fall 20,Shop All",https://bronxandbanco.com/wp-content/uploads/2020/08/womens-fall-dresses-designer-440-750x1123.jpg
Zebra Silk Blouse,295.00,BB-08-0040,"Shop All,Spring 21,Summer 21",https://bronxandbanco.com/wp-content/uploads/2020/12/resort-dresses-fashion-luxury-95.jpg
Donatella Bralette Sequin,,BB-10-0040,"Fall 20,Shop All",https://bronxandbanco.com/wp-content/uploads/2020/08/womens-fall-dresses-designer-431-750x1122.jpg
Mademoiselle Bridal Midi Dress,880.00,BB-CAP04-6,"Bridal,Shop All",https://bronxandbanco.com/wp-content/uploads/2019/10/44A6687.jpg
Twiggy Blazer,450.00,BB-07-11,"Shop All,Spring 21",https://bronxandbanco.com/wp-content/uploads/2020/12/spring-dresses-2021-designer-wear-3.jpg
Chain Maxi Skirt,355.00,BB-07-07,"Shop All,Spring 21",https://bronxandbanco.com/wp-content/uploads/2020/12/spring-dresses-2021-designer-wear-6.jpg
Ghana Gown,"1,400.00",BB-17-003,"New Arrivals,Shop All,Summer 23",https://bronxandbanco.com/wp-content/uploads/2022/09/ghana-gown-01.jpg
Taraji Cream Gown,"1,100.00",BB-17-002,"New Arrivals,Shop All,Summer 23",https://bronxandbanco.com/wp-content/uploads/2022/09/taraji-cream-gown-01.jpg
Morocco Issa Maxi,"4,500.00",BB-17-005,"New Arrivals,Shop All,Summer 23",https://bronxandbanco.com/wp-content/uploads/2022/09/morocco-issa-maxi-01.jpg
Nia Cream Strapless Gown,"1,100.00",BB-17-006,"New Arrivals,Shop All,Summer 23",https://bronxandbanco.com/wp-content/uploads/2022/09/nia-cream-strapless-gown-01.jpg
Somalia Cream One Shoulder Gown,"3,500.00",BB-17-007,"New Arrivals,Shop All,Summer 23",https://bronxandbanco.com/wp-content/uploads/2022/09/somalia-cream-one-shoulder-gown-01.jpg
Somalia Cream Skirt,"2,200.00",BB-17-009,"New Arrivals,Shop All,Summer 23",https://bronxandbanco.com/wp-content/uploads/2022/09/somalia-cream-skirt-01.jpg
Somalia Cream Top,350.00,BB-17-008,"New Arrivals,Shop All,Summer 23",https://bronxandbanco.com/wp-content/uploads/2022/09/somalia-cream-top-01.jpg
Ameena Cut Out Halter Neck Gown,750.00,BB-17-015,"New Arrivals,Shop All,Summer 23",https://bronxandbanco.com/wp-content/uploads/2022/09/ameena-cut-out-halter-neck-gown-01.jpg
Adana Gown,950.00,BB-17-013,"New Arrivals,Shop All,Summer 23",https://bronxandbanco.com/wp-content/uploads/2022/09/adana-gown-01.jpg
Amari Gown,950.00,BB-17-014,"New Arrivals,Shop All,Summer 23",https://bronxandbanco.com/wp-content/uploads/2022/09/amari-gown-01.jpg
Egypt Gown,750.00,BB-17-018,"New Arrivals,Shop All,Summer 23",https://bronxandbanco.com/wp-content/uploads/2022/09/egypt-gown-01.jpg
Ezra Two Piece Set,850.00,BB-17-019,"New Arrivals,Shop All,Summer 23",https://bronxandbanco.com/wp-content/uploads/2022/09/ezra-two-piece-set-01.jpg
Giza Gown,"1,800.00",BB-17-020T,"New Arrivals,Shop All,Summer 23",https://bronxandbanco.com/wp-content/uploads/2022/09/giza-gown-01.jpg
Giza Gown,"1,800.00",BB-17-020,"New Arrivals,Shop All,Summer 23",https://bronxandbanco.com/wp-content/uploads/2022/09/giza-gown-01.jpg
